0	m7271/100/CCS
0	m12858/100/CCS
0	m13880/100/CCS
0	m12198/100/CCS
0	m7062/100/CCS
0	m16213/100/CCS
0	m15986/100/CCS
0	m2758/100/CCS
0	m18952/100/CCS
0	m16973/100/CCS
0	m252/100/CCS
0	m7161/100/CCS
0	m16678/100/CCS
0	m6603/100/CCS
0	m12741/100/CCS
0	m19185/100/CCS
0	m14233/100/CCS
0	m16492/100/CCS
0	m11159/100/CCS
0	m13399/100/CCS
0	m2779/100/CCS
0	m7852/100/CCS
0	m1731/100/CCS
0	m19690/100/CCS
0	m19353/100/CCS
0	m15074/100/CCS
0	m18237/100/CCS
0	m13344/100/CCS
0	m17029/100/CCS
0	m951/100/CCS
0	m13407/100/CCS
0	m10542/100/CCS
0	m1322/100/CCS
0	m17040/100/CCS
0	m18335/100/CCS
0	m1775/100/CCS
0	m16294/100/CCS
0	m51/100/CCS
0	m13559/100/CCS
0	m2456/100/CCS
0	m5474/100/CCS
0	m4695/100/CCS
0	m17172/100/CCS
0	m19810/100/CCS
0	m4879/100/CCS
0	m9181/100/CCS
0	m8289/100/CCS
0	m372/100/CCS
0	m4222/100/CCS
0	m18291/100/CCS
0	m12710/100/CCS
0	m5607/100/CCS
0	m11851/100/CCS
0	m14265/100/CCS
0	m6241/100/CCS
0	m14918/100/CCS
0	m10632/100/CCS
0	m5381/100/CCS
0	m12505/100/CCS
0	m15985/100/CCS
0	m11529/100/CCS
0	m9143/100/CCS
0	m3161/100/CCS
0	m12623/100/CCS
0	m12866/100/CCS
0	m2379/100/CCS
0	m16625/100/CCS
0	m9354/100/CCS
0	m2757/100/CCS
0	m14437/100/CCS
0	m2679/100/CCS
0	m18138/100/CCS
0	m6696/100/CCS
0	m9713/100/CCS
0	m10351/100/CCS
0	m10797/100/CCS
0	m17487/100/CCS
0	m881/100/CCS
0	m16978/100/CCS
0	m4738/100/CCS
0	m2564/100/CCS
0	m3160/100/CCS
0	m6223/100/CCS
0	m13303/100/CCS
0	m14653/100/CCS
0	m16968/100/CCS
0	m2524/100/CCS
0	m5458/100/CCS
0	m13071/100/CCS
0	m2343/100/CCS
0	m17491/100/CCS
0	m4126/100/CCS
0	m19612/100/CCS
0	m5993/100/CCS
0	m11059/100/CCS
0	m2385/100/CCS
0	m6470/100/CCS
0	m9526/100/CCS
0	m10317/100/CCS
0	m9472/100/CCS
0	m9069/100/CCS
0	m8353/100/CCS
0	m14891/100/CCS
0	m4391/100/CCS
0	m8804/100/CCS
0	m5405/100/CCS
0	m18078/100/CCS
0	m4566/100/CCS
0	m8986/100/CCS
0	m10269/100/CCS
0	m1262/100/CCS
0	m15289/100/CCS
0	m3393/100/CCS
0	m16622/100/CCS
0	m5745/100/CCS
0	m4061/100/CCS
0	m15628/100/CCS
0	m9617/100/CCS
0	m6325/100/CCS
0	m11715/100/CCS
0	m3515/100/CCS
0	m17808/100/CCS
0	m10106/100/CCS
0	m2737/100/CCS
0	m18670/100/CCS
0	m9314/100/CCS
0	m10377/100/CCS
0	m2229/100/CCS
0	m12274/100/CCS
0	m2585/100/CCS
0	m9498/100/CCS
0	m1808/100/CCS
0	m6324/100/CCS
