0	m17425/700/CCS
0	m17817/700/CCS
0	m4891/700/CCS
0	m9686/700/CCS
0	m1792/700/CCS
0	m12125/700/CCS
0	m6796/700/CCS
0	m3425/700/CCS
0	m8936/700/CCS
0	m11670/700/CCS
0	m14544/700/CCS
0	m16436/700/CCS
0	m1674/700/CCS
0	m6628/700/CCS
0	m17938/700/CCS
0	m7629/700/CCS
0	m15881/700/CCS
0	m4903/700/CCS
0	m11836/700/CCS
0	m15446/700/CCS
0	m19253/700/CCS
0	m17333/700/CCS
0	m19417/700/CCS
0	m2128/700/CCS
0	m7891/700/CCS
0	m12573/700/CCS
0	m18204/700/CCS
0	m5106/700/CCS
0	m14132/700/CCS
0	m12137/700/CCS
0	m7087/700/CCS
0	m13781/700/CCS
0	m2158/700/CCS
0	m855/700/CCS
0	m19488/700/CCS
0	m2197/700/CCS
0	m4106/700/CCS
0	m5639/700/CCS
0	m7339/700/CCS
0	m19521/700/CCS
0	m11346/700/CCS
0	m12041/700/CCS
0	m9428/700/CCS
0	m16138/700/CCS
0	m18856/700/CCS
0	m15403/700/CCS
0	m4064/700/CCS
0	m17271/700/CCS
0	m16357/700/CCS
0	m1376/700/CCS
0	m12337/700/CCS
0	m9341/700/CCS
0	m406/700/CCS
0	m9069/700/CCS
0	m12476/700/CCS
0	m278/700/CCS
0	m3820/700/CCS
0	m4810/700/CCS
0	m805/700/CCS
0	m7882/700/CCS
0	m980/700/CCS
0	m6172/700/CCS
0	m13232/700/CCS
0	m15025/700/CCS
0	m16082/700/CCS
0	m8971/700/CCS
0	m13626/700/CCS
0	m17797/700/CCS
0	m4983/700/CCS
0	m781/700/CCS
0	m617/700/CCS
0	m4085/700/CCS
0	m17977/700/CCS
0	m5602/700/CCS
0	m13154/700/CCS
0	m6815/700/CCS
0	m5966/700/CCS
0	m6945/700/CCS
0	m19797/700/CCS
0	m9601/700/CCS
0	m8729/700/CCS
0	m18585/700/CCS
0	m11480/700/CCS
0	m405/700/CCS
0	m6630/700/CCS
0	m8022/700/CCS
0	m3097/700/CCS
0	m2047/700/CCS
0	m14521/700/CCS
0	m786/700/CCS
0	m18158/700/CCS
0	m13515/700/CCS
0	m18233/700/CCS
0	m14809/700/CCS
0	m16396/700/CCS
0	m5678/700/CCS
0	m7513/700/CCS
0	m8084/700/CCS
0	m16896/700/CCS
0	m8627/700/CCS
0	m7844/700/CCS
0	m373/700/CCS
0	m16538/700/CCS
0	m17896/700/CCS
0	m5887/700/CCS
0	m13564/700/CCS
0	m11369/700/CCS
0	m153/700/CCS
0	m11449/700/CCS
0	m7792/700/CCS
0	m1350/700/CCS
0	m4148/700/CCS
0	m10922/700/CCS
0	m3357/700/CCS
0	m14197/700/CCS
0	m4420/700/CCS
0	m14914/700/CCS
0	m9992/700/CCS
0	m18456/700/CCS
0	m12485/700/CCS
0	m13137/700/CCS
0	m17662/700/CCS
0	m5811/700/CCS
0	m8425/700/CCS
0	m9246/700/CCS
0	m3579/700/CCS
0	m4842/700/CCS
0	m4015/700/CCS
0	m17016/700/CCS
0	m17241/700/CCS
0	m2779/700/CCS
0	m6875/700/CCS
0	m11694/700/CCS
0	m16683/700/CCS
0	m236/700/CCS
0	m18991/700/CCS
0	m11209/700/CCS
0	m12969/700/CCS
0	m3956/700/CCS
0	m8639/700/CCS
0	m10078/700/CCS
0	m14355/700/CCS
0	m2391/700/CCS
0	m14980/700/CCS
0	m17898/700/CCS
0	m759/700/CCS
0	m7315/700/CCS
0	m14109/700/CCS
0	m14962/700/CCS
0	m1862/700/CCS
0	m10690/700/CCS
0	m1663/700/CCS
0	m16656/700/CCS
0	m4335/700/CCS
0	m7195/700/CCS
0	m7277/700/CCS
0	m15264/700/CCS
0	m12413/700/CCS
0	m3933/700/CCS
0	m17070/700/CCS
0	m10579/700/CCS
0	m8302/700/CCS
0	m7147/700/CCS
0	m3075/700/CCS
0	m5989/700/CCS
0	m19855/700/CCS
0	m5439/700/CCS
0	m1603/700/CCS
0	m1972/700/CCS
0	m4684/700/CCS
0	m1877/700/CCS
0	m17995/700/CCS
0	m1025/700/CCS
0	m10436/700/CCS
0	m17399/700/CCS
0	m15178/700/CCS
0	m5335/700/CCS
0	m15552/700/CCS
0	m9316/700/CCS
0	m13737/700/CCS
0	m1309/700/CCS
0	m2964/700/CCS
0	m10076/700/CCS
0	m10210/700/CCS
0	m4781/700/CCS
0	m3979/700/CCS
0	m1401/700/CCS
0	m12705/700/CCS
0	m14854/700/CCS
0	m4354/700/CCS
0	m12276/700/CCS
0	m7485/700/CCS
0	m12237/700/CCS
0	m19494/700/CCS
0	m9813/700/CCS
0	m8150/700/CCS
0	m7743/700/CCS
